original	selected	orbit_size	selected_index	used_for_strict
OOXOX-OXX-XXOOXOX-XO-XXOXOXXXXX--O-XX-OXXXOOOOOOXOX-XO--X-XOO--O	X-XOO--OXOX-XO--XXOOOOOO-O-XX-OXXOXXXXX-X-XO-XXOX-XXOOXOOOXOX-OX	16	10	false
-XXXOXXXXOOO----OOXX-O--XXXXOXXO---OXOXXO-OXX-OOXXO-XO-O-OX--O--	-OOOXOOOOXXX----XXOO-X--OOOOXOOX---XOXOOX-XOO-XXOOX-OX-X-XO--X--	16	6	false
X-OOOOOX-OO-O-X---XO-OXO-OOXOX-X-X-XOOO--XOOX--XXX-OXXOXXOOXO---	---XOXXOOXOOX-OOO--OXXO--XXXO-O-O-OXOXX-XOX-XO---O-X-XX-OXXXXX-O	16	6	false
X---XO-OO-X-X-O-OOO-XOX---XOX-XX-O-OXOXXXOX-XOX-XOXOO-XO-O-OXX--	-X-OO--X-OOOOOX-O-XX-X-XOXOOOOOOXX-XX----OO-OXO-XXXX-X---OO--XXO	16	10	false
-O-XXXX-XXXXOOOOXXXOOX-X---XX-OOX-XXXXOX--OO-X--O-OXXOXOXO-XO-O-	OX-O-OO-X----OOX-XXO-OO-OOXOOXOOXO-OOXXO-XOO-OXOXO-XX-XO-X-OXOX-	16	10	false
OOXXX---O-XXXX--O-XXX-XXO--OXOX--XOOOOOXOXOO-O--O-OOXO-OXOXO----	OXX-XXXXX-OO---XOXXX-OOOXXXXXOOO-O-XOOOO-XXXX-O----XOO---X-O-O--	16	1	false
-OXO-OO-XO--XOOO--OOOOXX-OXXO---XXOOOOOXXO--XXO-OX----OOX-OXXO--	XOXX--X--XOXO-OOO--OXO-XX--OXO-OX-XOOOX-O-XO-OOO-OOO-XOO-O-X-XO-	16	7	false
-XX-OOXOX----XO--XXOO-XXXXXOXX-OO-XOXOXXX-XXXX-O-OX-XX-O-X-XXO--	-XX-OOXOX----XO--XXOO-XXXXXOXX-OO-XOXOXXX-XXXX-O-OX-XX-O-X-XXO--	16	5	false
XXOO-OOOXO-XX--X-OOOXOXX-O-XXOOXXOOOO--XOXO-XXXOXX--X--OXO-O---O	OOXO--OOXOOXXXXO--XX-X-XX--XOXOX-OOXOOO---O-XX-X--O-XO-XXXXOOOOX	16	9	false
X-XXXXXO----XOO-O----OO-OO-XXXOXO-XOXOXOOO--OOXXXO-XO-OO-OOX-XX-	X-OOOOX----O-OOOX---X--OX--XO-XXXX-XXOO-XOOXOO-XXOOOXXOXO--XOXO-	16	4	false
XO-X--O--OOX-OXOXOXOXXOOX-XOXOXOOXXXX-O--OOXO-XOX---O-O-OO-XO---	OX-OXX-XO-OX-OOO--OXXXO-X-XXOOXXOOOXXX------OXO--OXOXOXO--O-OOO-	16	1	false
X-OXO-OOXXXXXXO-XXXX-XOXOOXXOO-OXOXOO--O-OXO-XOX-O----XOX-XXX--X	O--OOO-OXO----X-OXO-XOX-X--XXOXOX-XXOOXXOXO-OOOO-XOOOOOOXX-XOX-O	16	6	false
XX--XOOOXXO----XOOXXXOOXXXOXX-O--OOOOX-XXXXXOXXO-XXXO---O-XO---X	OXX-XO-XO-OO-X--O-O-XX--X-XXOOO---XXOXXO-OXOOXXXXXOXOXX-XXOX-X-O	16	6	false
XX-O-X-O--XOXX-X-OOOXO-X-XOXOOO-XOOOXOO-OO-XO--X-O-OX-OX-OX--O--	-OO--OOX-X-XX---X--XXXOO-OXOXOO--XOXOXXXO--XXXO-XXXXOX-O--XO---O	16	1	false
OX-O-OXXXOXXOX---OOOO--XOXXOXOXO-O-OOXOOOOXXOXOOXOOXXOXXXO-X-OO-	OX-O-OXXXOOXOOOO-XOX-XO-OXOOOXXX-OOXOOX-OX-OXXOOX--XOOXOX-XOOOX-	16	7	false
OOOXXO-X-XOO-X-OO-XXXOXXX--OOOXO-OOXXXXOXOXXXXOXXOX--OX-XOOXX--X	X-XO-OOOXO--XXXXXXO-XOOXOXOXOO-OO-OXOO-OXOXXOOX---OOOXO-OXOXXO-O	16	4	false
OOOXXOXX-XX---X-OO-XOXOXX-XOO-OXO-XOOOXO-OO-OXO-XOO-O--OX-XX----	XXOXXOOO-X---XX-XOXOX-OOXO-OOX-XOXOOOX-O-OXO-OO-O--O-OOX----XX-X	16	11	false
O-OXXX--OXOOO-XOXX----O--OOXXOX-OXXXO-XOOO---O-XXXX-X-OXXOXOO---	XOXOO---XXX-X-OXOO---O-XOXXXO-XO-OOXXOX-XX----O-OXOOO-XOO-OXXX--	16	8	false
OX-O--OXXXXXOXXX-XOXOOX--XOXXOO-OX-OOOO-X-XXXX-O-O-X-O-X-XOOO---	---XXXO-O-X-O-X-X-OOOO-O-XXXX-OX-XXOOXO--OXXOXO-OOOXOOOOOX--X-OX	16	14	false
OXOXOOXO-X-OOOOXXO-X-OX-X-XOXOOXX-XOXX--XXX-OX-XXOOX-XXO-XXXO-X-	-OOOX-O-OXXO-OOXOOO-XO-OO-OXOO--O-OXOXXOOX-O-XO--O-XXXXOXOXOXXOX	16	15	false
OXOXXXXO-XX--XX-OXO--OX-OO-OOOOOXOOOX--OOXOOOOXXO--XOO--OO------	--OXX--X--O-XOOO-XX-XXOO-XXOX--O-OXXX--O--XX-XOXX-OXXOOOXXXOXX-X	16	13	false
O-X--O-OOXXXO-XX-OOX-O-O-O-OXOOX--OOXXX-OXO-OOO-XOOOOXXOXXX-----	-X--OXOX-OXOX-O--OXOXX-X-XXOO-X--X-XXOO-OXXX-XOOOXO-XXO-OOX---XX	16	14	false
O-X-O--XX-XO-OXOOXOOOOXO-OXXX-X-XX-XO--X-X-XX--OO-O--OOOXXOO-OO-	OXX-OXX--OOO--XX-XX---XXX-XOXO---XXOOO-XOOXO--XX--OXOO-OXOX-O-XO	16	5	false
XX-XOXOOOOXOO-OOX-O-X-O-OOOOXXOX---OXX-XX--XOXOOOX-OOXOOOXOOO--X	XXO-XOXOOO--X-XOX---XXO-XXOXX-XOXXXOOOXX-OOOO--O-XX-XXXXOXXOO-XX	16	12	false
-OXXX--OX-OXO-XOOO-OXOO-OXOOOXO-XOXXO-XXXXX-O--X---O-OXX--XX-X--	--XX-X-----O-OXXXXX-O--XXOXXO-XXOXOOOXO-OO-OXOO-X-OXO-XO-OXXX--O	16	5	false
OOXXOOOOO-O----O-OX-O-O-OXOXOOXX-XXXOXXXXX-OOO--XXOX---O--OO-O--	OOXXOOOOO-O----O-OX-O-O-OXOXOOXX-XXXOXXXXX-OOO--XXOX---O--OO-O--	16	0	false
XOOXO-XXOOOOXOOXXOXXO-OXXO-XOXXOO-OOX-OOO-XOOXX--XOOOOXXXXO-XX--	-X-OOXXX-XXOXOOXXOX-X-O-XOOXOOXO-OOOXXOXOOXO-XOOXX--OOOOX-OOXXOX	16	12	false
XXXX-OXO-X-X--XOXO---X-X--XXXXX---XXX-XXXOXO---X-XXXO-OOOOO----O	O-X--X-XOXO--OXXOXXXX--X-XOXX-XX-O-XX-------XX-O-O-XX-XXOOXX-XOO	16	5	false
O--XOXOXOOXOXXO-XOXXX-XX--XXXX-O-X-XO--XXOO-XXXX----O-XOXOO-O---	OXX-X-------X-OXOXX-OOOO-O-OX--O--OOOO-XOXOOO-OOXXOXOOX-X--OXOXO	16	8	false
XX-XXX-X-OXO-XOXXXX--X-OO-XOX-XO--OXXXXO---XXXOOX-----OXOO-X---X	X-XO--XOXOX----O-XXXO---XO-OXX-XX--XXX--XXX-XX---O-XXOO-XXOOOOXX	16	13	false
O--XXO-OXOO--O-O-OOOO-X-OOXOO-OOXOOOOOX-OXOO-XX-O--OXXXX-OXXXO--	-O--X-XX-OOOXO--XOOX--XXOO-XXX-OOXXXXX-OO-XXOXX-X-OXXXX--XXOX-OX	16	13	false
OXOXOOOOOXX---OXXOX-----XX-OO-X-X-XOXX--OXX--XXOXX--XO-OOXO-X-X-	-O-O-XOXX-XO--OOXOO--OOX--OOXO-O-O-XX-OO-----OXOOX---OOXXXXXOXOX	16	13	false
OXXX-O-OOO-X-XX-XXX--XO-OXOOX-X-O--OOO-OOOXXO-----XOXXO--XOO----	O---O----XOX--O-OXX-O-X----XOOX-XX-OOXOOX-XO-XXOXOXX-O-XOOXOOO--	16	3	false
OOO-OXXX-XX-X-X-X---O-OXXXXXO-XOXXXXXXXO-X-XO--XOXO-OO-OOOX-O--X	O-OXXOXOOOXOO---O---O-X-XOXXOXXX---OOO--XO-OO-XOXO-OOOOXX-OOO-XX	16	12	false
XX-XXOXOOXOXO-XXOOX--O-O-X-OXX-OOO-OX-XOXXXXXOXO-XX-XXX-OOX-XX-X	O-XO-OOXOXXOXOXXXXX--XO---XOO-XXXXXXX-OXXXO-XO-O-XXX--XXX-OOOOXO	16	5	false
XXXO---XOXX-O-O--X-X--XXXXOXOOXXO-XOOOO-OXO-XXXO--XX-O-XXXX-O-O-	-X-X-OOOO-X-OO--XOOO-XOX-XXXXO-XOOXXOXOOOO--O-O--X-X-OOXO---XOOO	16	4	false
XOXX-OXXX-X----XXOOXOOXXOX-XO--XOOXXOX-XO-OOOO--OOOXX-OOX-XOX-O-	XXXXX-O-X-X---OOO-O-XO----OOOOXXX-XXXOXOXXO-XOOXO-OXO-O-XXXOOOOX	16	10	false
O-O-XX-O-XO--XO-XXXO-O-OXXOOXXOOXXOXO-XX-OX-XX-OOXX---OOO-O-XXX-	X-X-OO-X-OX--OX-OOOX-X-XOOXXOOXXOOXOX-OO-XO-OO-XXOO---XXX-X-OOO-	16	0	false
XO-X-OOX--O-XOXOO-OOOX-O-OXXXOOO-XXXOOX-X-X-XOOO-OX-XXOXOXX--X--	OXX--X---OX-XXOXX-X-XOOO-XXXOOX--OXXXOOOO-OOOX-O--O-XOXOXO-X-OOX	16	14	false
OXXX-XOOX-X---OOX--X-OXOXO-XO---XXXXXOXX-XOO---OOX--O-OOXX---X-X	XX---X-XOX--O-OO-XOO---OXXXXXOXXXO-XO---X--X-OXOX-X---OOOXXX-XOO	16	3	false
XOOOOO-X--XOO-XXO-OOXOOOOXOXX-O--XXOOOXOX----XXO-O-OO-O-XX-OX--X	OOX-XX-O-OXXOOX-X-X-XO--XXOOX-XOXXXOX-XXXOXXO---X--OO-XOO-XX-O-O	16	1	false
XO-OXXOOOXXX-XXXOOXOXO-XO--OOOOXXXOXOXXOOO-XXXOOO---XO-OO-XOX--X	O--OXO-XX-XO---XXXOOO-XXXOOXOXOOOXXXX--XO-XOXOXXOOO-OOOXXXOOX-XO	16	4	false
XXO-OO-XXX-XXXO-XOO-XX--XXOOOOXXO--OXO-OXXX-XXXO-XOXXOXOX-X----O	OOOOXO-OOOXO-OO-X-XX-OXO-O-XX-O-XOOXOOO-XOOXXOX--X-O-OO-O--OXXXX	16	14	false
OXO---OOOOXX-OX-O--OOOO-O--XX--OXX-OX-O----OXOX-X-X-X-OXX-XXOO--	OO---OXO-XO-XXOO-OOOO--OO--XX--O-O-XO-XX-XOXO---XO-X-X-X--OOXX-X	16	12	false
-X---OXXO--OXO-X-O-OXO--XXOXOX-X-X-XXXXXOXXOOO-OO--X-XOXOOXOX---	-XOXX-XX-O-X---X-XOXXOOOX-OXOXX-OXOXXOO-X-X-O---O-XXXO-XOOO-X-O-	16	4	false
OXOXOX-X-XXOXOXXXXXO-O-XXXOOXOO-OX-OOOOO---O-O-OOX-OOXXXO-XOOX--	O-XOOX--OX-OOXXX---O-O-OOX-OOOOOXXOOXOO-XXXO-O-X-XXOXOXXOXOXOX-X	16	13	false
X----X-XOXOOXXXOX-OOXX-XXOXXOOXO-XOOXXX-OOOO--XX-XOOO-XXX-OX-OX-	-OO-XOXOOOOOO-O-X--OXOOO-X-OXOO-OXXXOXX-XXXXOXX--OXOX-O-O-X-OOXO	16	6	false
OXXXOXX--O-O--XO---X-XXOOOOOOOO-X-OOOX-----O-OO-XX--XOXXOOO--X--	-XXOXXXOOX--O-O-OXX-X----OOOOOOO--XOOO-X-OO-O---XXOX--XX--X--OOO	16	1	false
OXXOO--OXXOOOOX-O-XXXXOX--OXO-XXXOXXO-OX-XX-O-XOO-X--X-XOO-----O	X-----XXO-O--O-XXO-X-OO-OX-XOOXOOO-XOX--OXOOOO-X-OXXXXOOX--XXOOX	16	11	false
OOXOOXXOOX-XOX--OOO--OXOXXOXO--O-XXOOX-OO--X-XX-O--X--XX-XO-O---	OOXOOXXOOX-XOX--OOO--OXOXXOXO--O-XXOOX-OO--X-XX-O--X--XX-XO-O---	16	1	false
XX-X--OO-----OO-X---XOXXO-XXO-XX---OOOOXXO-XXXO-OXOXOXOXXO-XX--X	XOX-OX-XOXO----X-O--X---XXXOX--XXOXOOX---XXO-OO--OOOXXOOXX-XXX-O	16	5	false
XXOXX-OXXOX-OOX-O--OXOXX--XXOX-XX-OOOO-O-XOXOXXOX-XX-OO-XOOX-X-X	X-OOXX-X-OX--XXOXOXOXOO---OOOXOXXXXOXO-XOXOOX-XOO-X---OXXX-X-OXX	16	13	false
XXX-X-OOOO-OX-O---XO--OOO-XOO-XO---OX--X-XXOXXOO-OOO-XXOXXX-O---	OO-X-XXX-O-XO-OOOO--OX--OX-OOX-OX--XO---OOXXOXX-OXX-OOO----O-XXX	16	14	false
OX-OOXXX-XXO-OXOOX---X-XX-OXOX-X-OXOO-XO-XO--OX-XOXXOX-XOO--OX-X	X-XO--OOX-XOXXOX-XO--OX-OX-OOXO-X-XOXO-XX-X---XOOXO-OXX-XXXOO-XO	16	5	false
XXXXXX--OOX--XX--XOXXX-OO--XX-OOXX-XOO-O-X-X-XXOOOOOX---OO-OOX--	--OOOOOO-OO--OXXX-OOOXO-XX-OO--XX-XXO-OOXOO-O-O----OXXXX--OXX-XX	16	14	false
O----OXOO-OX----OXXOXXOOXO-XX-----XOO--OXOOX-O--O--OXXXXX-O-O---	O-X-X---X--XOOOOOXXO-X----OXX--XOX-OO---XOOXOOXXX-XO----X----XOX	16	12	false
X--OOXOXO-OOOX-OX--XXOXX-OXXO-X-XX-XO-X-XXX-X-XXX-OOOOOOOX----O-	XOX--XO-O-XXXXOOXXO---O-OOXOOXO-OOXXX-O--O-X-XO----OXX-XXOX-XXXO	16	9	false
-OOXXXXOX---OO-OXXO-X-X-OX-OX--OOO-OOXX-XXXO-OXOX-X-XXX-XXOOX---	-OOXXOOOX-OOXO-OX-X--OOXO--XXX-XOXOOX-OOOX--OXO-O-O-OOO-XX-X-X--	16	7	false
-OOOO--OXOOOX--O-X--O-OO-OXOO----X-OOO-XXO-O-XXXO-X-XO-XX-OXXX--	O--OOOO-O--XOOOXOO-O--X----OOXO-X-OOO-X-XXX-O-OXX-OX-X-O--XXXO-X	16	12	false
OO-X-OO--XO-X-OOOX-X-O---X-OO---XXXOX------OOOXXO-O-OXXXXOOO-O--	X-X-O-XOXOOOO--X-X--O-XXO-OXXX-X-O-XOXX-X-X--XOXXX---OO--X---OO-	16	1	false
OX-XOXOXOXOOX-O--O-OO-XO-XOOOOX-XOOXO-OXXXO-XOOX-OOX-O-OOOXOX---	-OXX-O-X--OOXXOO-OO-O--XX-XOOOXOOX-XOOOXXOOOO-O-OOXOXOXXO-XX--OO	16	1	false
XO-O-XOOXXXXO-OO-X--XXOOXOOXOXOO--XXOXO-XO-X-XXOX---O-OOXOOX-O--	XOOX-O--X---O-OOXO-X-XXO--XXOXO-XOOXOXOO-X--XXOOXXXXO-OOXO-O-XOO	16	5	false
O--X-OXOXX--OXX--O-XOOX-OOXXO--XOXOXX-OXOOOXXOOX-------X--XOO---	--XOO----------XOOOXXOOXOXOXX-OXOOXXO--X-O-XOOX-XX--OXX-O--X-OXO	16	10	false
OXOO--XXOOO-XXOOX-OOXX-XOXOXOOXX-OXOO-XXOO-XOXO--OXOOOXOOXX-----	O-O-OXOOXOOOX-OXXX-XOOOO-OXOXO-O-OOOOXX--OX-OXX--XOXX-OX-O-XXXOX	16	13	false
X-O-O-X--XXXOO-XXOO-OOO----XXX-X--OXO-XOOOX-O--XXO-X-X-XX-OX--O-	O-XO--X-OX-O-O-OXXO-X--O--XOX-OX---OOO-OOXX-XXX--OOOXX-OO-X-X-O-	16	4	false
XX-OXX-XXO-OOX-XO-XO--XXXO-OOOX-O-XOXO---X-OX-XXOO-XX--X-X--X---	OOXOX-X-OX-X-OXO--O-O---XXXXXXO-OX-XOOOOOO-XX-----OO-O--OOO--OO-	16	0	false
OOO-X-X-XOO-X--O-X-OXXOOO--XX----XOXXO-OOXO-O--XO--OXX--O-------	XXX-O-O-OXX-O--X-O-XOOXXX--OO----OXOOX-XXOX-X--OX--XOO--X-------	16	2	false
XOX-OXOOX-OOX-OO-XOOXX--XXXXO-XXO-OOXXXO-XOOOOO-O-XO--OXO--OX---	-X-OX-OO-OOXX-OO--OX-X-XX-OXOXXOOOOOXOO--XOOXOOX--X-XX-OOO-OX-XX	16	14	false
X-OXXXX-X-----O-XO-XOX-OOOOOXOOXX-OXXO-XO-OOOXOX-OO--XOXXX--X---	---O--OOOXO--XX-OXOXXX-XO-XOOX-OOXXOXXXXX-OXO-XO-X-----O-OOOOX-O	16	7	false
OXXXXOXX-XXOX-X-OXOOX-XOXO-XXX--X-XOOOXOOOX-XX-X----XXOXOO---O-O	X-XOOX-XOOOX-X-XOOX-OO--OXXOX---OOOOXOO-X--OXOOXOOO-O-X-O-X-XOOX	16	10	false
O-OXOX-X-OX--O-OX--XX-O-XXXXOXO-XXXOXXXXO-OXOX-X--XX--OOOX-XOO-X	O-OXXX-OX--XX-O--XOXX-XOXXXOXX-XO-OXOX-OO-XXX-OX-O-XOO--XOXX--OX	16	11	false
O-XXO-XX--OXOX--XO--XX--OX-XXXXXOXXOXOO-X-XXXXO-X--O-OXOO-XXXX--	X-OOOO--O--X-XOXO-OOOOX-XOOXOXX-XO-OOOOOOX--OO----XOXO--X-OOX-OO	16	3	false
XX-XO-XOX-OXX----XO-X---XOXOXXXO-OXOXOXXOOO-XXX-OOX-XOOXXXO-X---	OOX-O---XXO-OXXOXXX-OOO--XOXOXOOOXOXOOOX-OX-O---O-XOO---OO-OX-OX	16	12	false
XXOOOOXOXXX-XXXO-XXOOO-XO--XOXXOO--OX-OOOX-OXXX-OO-XXXOOOX-OXO--	XXOOOOXOXXX-XXXO-XXOOO-XO--XOXXOO--OX-OOOX-OXXX-OO-XXXOOOX-OXO--	16	2	false
OX-OXO-XOXXXX--O-OXXOXOOOXOXOOXOO-OOXXXXXXX-OX--O-OO-OOOX-O-----	X-OXO-XOO--XXXXOOOXOXXO-OXOOXOXOXXXXOO-O--XO-XXXOOO-OO-O-----O-X	16	10	false
X-XXXO-OXXOO-OXOOX-OX-X-XOOOX-X--OOXXX-O-O-XOXX-OOOX--XXXOX-XX--	XXOX--OX-XXOOOOOXO-OO-OXXOOOXXX-X-XXXO-XOO--XX-X-XXX-XX-OO--O-X-	16	7	false
-OOXXXXXOX-XOXO--X-OX----XXXXO--O-OOXXXO--XOOOXOX-OX-XX-XO------	-X--X-OOXOOO---XX--OXOX-OOXOXXO-OXOOOX--OO-XOXO-OX--OOO-O---XX--	16	8	false
-OOO-OX-X-XO--X--X----OXXX-OOO-OOXXXOOO-X-OXXX-OO--XX---X--OO---	---XX--O---OO--XX-OOOX-O-XXXOOOXX-XXX-OOOX----O--O--XO-O-OX-XXX-	16	13	false
O-XOX-O---OX-OXOXXXO-XX----OX-XXOO-OXOXXX-OOXXOX--XO-OOOOX-OOO--	X-O-XO-X--O-X--OOXO--XO-XOXXXXXXO--OOO-X-XO-XOXXXOOOOXX--X-OOOX-	16	9	false
OXOOOX-XOOOO-XOXOXOXX-OOX-XXOXOX-OOOX--OX-OOOXXXOOOX-XXX-O-XOO--	O-OXXXOXOXO-XXXXXX-OOXOXOXOXOO-OX--OXXX-OOOXXX-OOOO-OXXX--XXO-X-	16	10	false
O--XOXOO-O-X-OXXOXO-O-X--OOXXX-OO--XOX--XOOX-OXXOXXO-O-OOOX-X--X	XXOXO--XOOX-O-X--O-X-XOXX-OOOXX---OXO--XOOX-OXXOX-X-XOOXO--O-OXX	16	13	false
O-X-XXOX-X-XOX--XOXO-XXOX-XXO--OOX-XXXXOXOOOO-OXOXXXOXOXOOO--XX-	X-OOXOXX-OX-OXOXO-OO-XOX-OXOOXO-OX-XOXX-OOO-O-OOX-O-OXXOO-XXXOO-	16	2	false
X-OX-OX---XO--XXX--O-O-X---XOX--O-OOX--OO--O-X---OXXX-XXXO-O--X-	-O-X-OO-OO----OO--O-OX-X-O-OX---XOXXOXXO-O-X--OXXX------O-XX-O-O	16	2	false
XOOX--XX--O-OO-O--O-XXOX--XOOXO-OXXXO-OO-XXXX-O-XOXXO-OOO--X-X--	OXXO--OO--X-XX-X--X-OOXO--OXXOX-XOOOX-XX-OOOO-X-OXOOX-XXX--O-O--	16	0	false
OOX-O-XOOXX--XXXO-OXOXOO-O-OXXXXO-XXXX-XXX-X-OX-X-XXXO-X--OXX---	-OOX-XXX--O-X-OXXO-O-XOOOOOOXO--OO-OOX-X-XXOOOO---O-OXOO-O-OOXOX	16	13	false
-XOOXXXOXXXXX-OOO-XOOX-X--OXXOXXX-XXXXO-X-OXXOXX--XXXXXOO----OX-	XOOOXXO-XX-OOOOOO-OXXO-XOOXOOX---XOOOO-OOOXOOX-OXOOOOO---OX----X	16	13	false
X-XOOXXXX---XOOOXXXO--OO--OXOO-O-XOOOOOOXX--XOXXXO-XXX--XOOOO--O	OXXXXO-XOXX-XO--OX-XXXO-XO-XXOOXX-XOX-OXO-OXX--X--O-OOXXOOO--OOO	16	1	false
OOXX-XX-OX--XOOO---X-OX-OXOOX--XXXXOX-X--OXOOX-X-X-OXOXOXX-XX---	XXOO-OO-XO--OXXX---O-XO-XOXXO--OOOOXO-O--XOXXO-O-O-XOXOXOO-OO---	16	1	false
OO-XXOOOXXXOX-OOX-XXO-OX-XOXX--XXXOXO--OOOO-OOXOX-OXXOXOX-O--X--	XX-OOXXXOOOXO-XXO-OOX-XO-OXOO--OOOXOX--XXXX-XXOXO-XOOXOXO-X--O--	16	0	false
XOO--X-O-OXXXXX-OOO-X-OO---XOO-OOXXXOXOOXOXXOO-O-X-XX--XOO-OOOO-	X-O--XXO-OOOOOX-XX-O-XXXX-XXO---XXOXOOOXX-XXOOXOO--OO-O--XXXX-XX	16	15	false
-XXXOOO-XO-XX-OOOXXOXXX-XOOOOO-XOOOXXXOOX-XOX--OXXO----OOOX-OX--	XXO-XO--OOX----XO-OXO--XXXXOOOXXOXXXXX-OXOOXOOO-OX-OO-XX-OOOXXX-	16	12	false
OXX-X--XXXX-OXOOXOXO-OXXXO-OXO-OXXOXX-OOXXOO-XO--O--OXXO-XOOO---	-X-XXOXO-OXX-OX--OO-XXO-XX-OO-XOX-XOXX--X-XX-OOOOXOOXXOO--OOOOOX	16	13	false
XO-O-XXO-OXOOXOX-OXO--X--X-XO-OX-OXXOOOOXXXXXOOO-XXO-OXOO-O-OXX-	O----O-XXXXOXOO--OO-OOOXXXXOOOX--X-XXO-XOO--XXXOOXOXXXOOXO-OXXX-	16	9	false
OXXOXOOXXO-XOOO--OXXO-OOXO-OO-XO--XXO-OXOX---OOOOOXXOX-OOOX--OO-	-OO--XOOO-XOXXOOOOO---XOXO-OXX--OX-OO-OXOO-OXXO--OOOX-OXXOOXOXXO	16	8	false
-O--XO-OO----OX--OOXOX-OOOOOXX-XOXXXX---XO-O-XO--OO--XOOXOX---O-	O-OXX-X-XXXOXX-XOX-OXX----XOXO-----OOX-O-OO-OOXXXXX---O--X--OX-X	16	14	false
OO-OO-OXOOXO---O-OOXXXX-O-OOOXOXXO-OOX-XXOXXXOO-O-XO-X-XX-O-X-O-	-X-O-X-OO-O-XO-X-XXOOOXOO-OXX-XOOXOXXX-X-OOOOXX-X---XOXXOX-XX-XX	16	15	false
XOXOOX-XXXOOOXXOOO---O-OOXOOOOXXO--OOX--OXO-OX--OXO-O-X--XOX----	O-OXXOXOXOOXXXOOX-X---XXOOXXXXOX--OXX--X--OX-XOX-O-X-XOX----OXO-	16	6	false
X-OOOXXOXX-XX-OO-O-OX-OXX--XX-XOOOXOOO-OX--X-XXO--OXXO--XXOX---O	XXOXXX-XOXXO-O--O---XOX-XOOOX-O-XOXOXOOOX---O-XX-OX-X--OOO-OXO-O	16	3	false
O--XXXOOOX-XOXOOO-XOXOXX-XXOX-XXXO-OO-XOOXOO--OOX-----XXXO-----X	OOXXX--OOOXOX-XOXXOXOX-OXX-XOXX-OX-OO-OXOO--OOXOXX-----XX-----OX	16	8	false
OOO--OO-X-OOX-OX-XX-O-X-OXOOOOX-XXXXOX--XXO--XXO-X-O-OOOOOXOOO--	--OOOXOOOOO-O-X-OXX--OXX--XOXXXX-XOOOOXO-X-O-XX-XO-XOO-X-OO--OOO	16	0	false
X-OXOXOOOXXOOOXX-XXXXO-XO-XOXXO-XX-OOXO-OO-XXOX-XO-XOO-OO-X--O--	OOXOXO-XXXOOOXXOX-OXXXX--OXXOX-O-OXOO-XX-XOXX-OOO-OOX-OX--O--X-O	16	2	false
-XXO-OOO-O--OX--OXX-OXOXOX-OX-XXO-XXX-XOO--OXX--XX-X-OXX-XXOOX--	X-OOX-O-X-XOO-O-XOO--OXO-XXOOO-XX--XOXOXO-O-O--OOXOO--OO--XXXXO-	16	8	false
XOOXOXO-OOXX-XOO--OO--OOXX-XXO-OXOXXX--O-XO--OX----OOOXO-OO-X---	-XXXX-X-XXX--OO-OO-X-XX-X--OO-XOOOXOO-X-XOX-OX-XXX-OXO-XOX-OO---	16	2	false
O-OO---X--OXX-O-XOOOO-OOXXXXXOXOOOOXO-O--XO-XXO--OX-XXOXXOXOO---	X-OOX--O--XOXOXXXXXOXXOOXOXOO--X-OXOXOOX---X-OO--XXOXXX-O-XX--O-	16	2	false
OXOXO-OXOOX-X-XOXOX-XOXXOXOOOXO-OO-OO-OO--OOXO-OOXOOO--X-X-OXO--	--OXO-X-X--OOOXOO-OXOO--OO-OO-OO-OXOOOXOXXOX-XOXOX-X-XOOXO-OXOXO	16	9	false
XXX--XXOXO-XOXXO--XXO-OO--XXXOO---OXX-X-XOXOXOOXOX--XO-OXXO-OX-X	XXX--XXOXO-XOXXO--XXO-OO--XXXOO---OXX-X-XOXOXOOXOX--XO-OXXO-OX-X	16	10	false
-X-OOXXOOXO-XO-O---OX-O-XOXXO-X-XX-OO--OXOOXX--OX-XXX-XXOX--XO--	-XOO--OO-X--XO-XO-----OXXXXOOXXO-XXOXO-O-XO-X-O-X-OXO-XXOXXXX-O-	16	3	false
XX-XO--OXXXOXO--XX-OOX--X-XXO--XXOOXXO-O--XXO---OOX-XX-XX-X--X--	O--OX-XX--OXOXXX--XOO-XXX--OXX-XO-OXXOOX---OXX--X-XX-XOO--X--X-X	16	13	false
OXXOOOX-O-X-X--OOX-OXXO-XX-XOX-O-O-OO-XXXOX--O-OXO----X--OOOX---	OXXOOOX-O-X-X--OOX-OXXO-XX-XOX-O-O-OO-XXXOX--O-OXO----X--OOOX---	16	4	false
XO-O--XO-OOO-X-XOOO--OOOXOOOOOO-XXXXO-XOX-XOX-X--XO--XXOOOOO----	OXO-O-O-X-OOXXX--XOO--X----OOX--OO-OXO-O-OOOXXOOOOOOX-XOX-OXXX-O	16	5	false
OO---XOXO-XO-XXO-OO---XOO-OOO--XO--OXOXOXOXO-XOXO-X--X-XOO-XXX--	XX---OXOX-OX-OOX-XX---OXX-XXX--OX--XOXOXOXOX-OXOX-O--O-OXX-OOO--	16	0	false
O-OX-X-O-XO-X-O-XOX-XXXXOO-XOXXO--OOOO--XOOOOO-OOO-X-OXOO-XXOO--	X-OX-XX--XOO--O-O-OOXXXX-OOXXX-XO--OXXOOXXO-XX-O-OXX-XX-X-OX-OXX	16	15	false
